id,name,lat,lon,capacity,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
195,"Milroy Walk, South Bank",51.50724437,-0.106237501,30,2.0,2.0,2.0,2.0,2.0,2.0,1.3333333333333333,0.8333333333333334,0.6666666666666666,,,,,,,,,,1.2,2.5,0.0,0.3333333333333333,1.0,1.5
196,"Union Street, The Borough",51.50368837,-0.098497684,16,12.0,12.0,12.0,12.0,12.0,12.0,11.833333333333334,11.666666666666666,14.666666666666666,15.833333333333334,14.666666666666666,13.166666666666666,11.0,,,,,,0.16666666666666666,3.6666666666666665,6.833333333333333,10.166666666666666,13.5,12.0
196,"Union Street, The Borough",51.50368837,-0.098497684,17,,,,,,,,,,,,,11.25,12.166666666666666,12.0,13.333333333333334,11.166666666666666,6.833333333333333,,,,,,
197,"Stamford Street, South Bank",51.50556905,-0.111606696,26,8.0,8.0,8.0,8.0,8.0,8.0,7.333333333333333,5.166666666666667,1.0,2.1666666666666665,5.5,6.666666666666667,6.333333333333333,7.833333333333333,6.333333333333333,5.333333333333333,4.333333333333333,,,,,9.0,8.833333333333334,8.666666666666666
197,"Stamford Street, South Bank",51.50556905,-0.111606696,27,,,,,,,,,,,,,,,,,3.6666666666666665,4.5,8.5,10.166666666666666,8.666666666666666,9.0,,
199,"Great Tower Street, Monument",51.51048489,-0.082989638,22,,,,,,,,6.4,4.833333333333333,16.666666666666668,6.166666666666667,2.0,2.1666666666666665,,,,,,,,,,,
199,"Great Tower Street, Monument",51.51048489,-0.082989638,23,,,,0.0,0.0,1.5,3.0,5.0,,,,,,6.0,8.666666666666666,11.666666666666666,15.5,16.0,,,,,,
199,"Great Tower Street, Monument",51.51048489,-0.082989638,24,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,9.333333333333334,1.6666666666666667,0.0,0.16666666666666666,0.8333333333333334,1.5,1.0
201,"Dorset Square, Marylebone",51.5225965,-0.161113413,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,1.0,0.0,1.1666666666666667,2.0,3.1666666666666665,4.0,3.0,8.833333333333334,15.5,11.833333333333334,9.333333333333334,10.0,4.333333333333333,0.6666666666666666
202,"Leman Street, Aldgate",51.51236389,-0.06954201,37,19.333333333333332,20.0,20.0,20.0,20.0,20.0,19.166666666666668,14.5,10.833333333333334,10.5,9.0,8.166666666666666,5.166666666666667,6.5,7.333333333333333,9.333333333333334,8.166666666666666,8.0,11.5,13.333333333333334,16.833333333333332,17.666666666666668,16.0,17.5
203,"West Smithfield Rotunda, Farringdon",51.51821864,-0.100791005,13,,,,,,,,8.333333333333334,11.5,12.833333333333334,13.0,,,,,,,,,,,,,
203,"West Smithfield Rotunda, Farringdon",51.51821864,-0.100791005,14,3.6666666666666665,4.0,4.0,4.0,4.0,3.8333333333333335,5.666666666666667,6.333333333333333,,,14.0,14.0,11.5,11.333333333333334,10.5,8.0,3.8333333333333335,0.8333333333333334,0.6666666666666666,0.4,,2.0,2.5,3.0
203,"West Smithfield Rotunda, Farringdon",51.51821864,-0.100791005,15,,,,,,,,,,,,,,,,,,,,0.0,0.3333333333333333,0.75,,
204,"Margery Street, Clerkenwell",51.52659961,-0.112432615,18,9.0,9.0,9.0,9.0,9.0,9.0,9.0,7.333333333333333,5.333333333333333,3.1666666666666665,2.5,2.8333333333333335,1.8333333333333333,0.6666666666666666,8.666666666666666,11.333333333333334,11.333333333333334,13.833333333333334,13.5,12.166666666666666,13.833333333333334,10.0,10.0,9.833333333333334
204,"Margery Street, Clerkenwell",51.52659961,-0.112432615,19,,,,,,,,,,,,,,,,,,,,,,16.25,,
206,"New Road 1 , Whitechapel",51.518154,-0.062697,33,31.833333333333332,33.0,33.0,32.833333333333336,32.0,32.0,32.0,32.333333333333336,31.0,29.0,31.333333333333332,32.666666666666664,30.166666666666668,32.166666666666664,32.666666666666664,32.166666666666664,30.833333333333332,31.166666666666668,31.5,31.166666666666668,30.333333333333332,28.166666666666668,32.666666666666664,32.0
207,"Grosvenor Crescent, Belgravia",51.50135267,-0.153194766,16,,,,,,,,,,,,,,,,5.5,7.0,6.666666666666667,2.5,1.3333333333333333,1.0,1.5,,
207,"Grosvenor Crescent, Belgravia",51.50135267,-0.153194766,17,,,,,,,,,,3.0,3.3333333333333335,5.0,5.666666666666667,6.666666666666667,6.666666666666667,7.75,,,,,,,,
207,"Grosvenor Crescent, Belgravia",51.50135267,-0.153194766,18,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,1.5,2.3333333333333335,2.8,,,,,,,,,,,,0.0,0.0,0.0
208,"Mallory Street, Marylebone",51.52505151,-0.166304359,20,4.0,4.0,4.0,4.333333333333333,5.0,5.0,5.0,5.0,3.8333333333333335,1.5,0.6666666666666666,1.8333333333333333,8.666666666666666,6.833333333333333,6.666666666666667,6.0,6.833333333333333,7.0,5.333333333333333,4.166666666666667,5.333333333333333,5.666666666666667,3.0,3.8333333333333335
209,"Denyer Street, Knightsbridge",51.49358391,-0.165101392,29,,,,,,,,,,,,,,,,,1.3333333333333333,0.6666666666666666,0.16666666666666666,2.0,6.0,9.0,,
209,"Denyer Street, Knightsbridge",51.49358391,-0.165101392,30,28.0,28.0,28.0,28.0,28.0,28.166666666666668,28.0,21.5,4.833333333333333,2.6666666666666665,1.3333333333333333,0.6666666666666666,0.5,0.6666666666666666,2.1666666666666665,2.6666666666666665,2.6666666666666665,,,,,26.0,28.0,28.0
210,"Hinde Street, Marylebone",51.51681444,-0.151926305,19,,,,,,,,,,,,,,,,,,,,0.0,0.16666666666666666,0.5,,
210,"Hinde Street, Marylebone",51.51681444,-0.151926305,20,,,,,,,,,,,,,,,,,0.0,1.5,1.6666666666666667,1.0,,,,
210,"Hinde Street, Marylebone",51.51681444,-0.151926305,21,2.0,2.0,2.6666666666666665,3.0,3.0,3.0,3.5,6.833333333333333,15.833333333333334,19.5,21.0,21.0,4.5,3.0,8.166666666666666,4.0,2.3333333333333335,,,,,1.0,1.5,2.0
211,"Cadogan Place, Knightsbridge",51.49464523,-0.158105512,34,27.0,27.0,27.0,27.0,27.0,27.0,27.0,24.166666666666668,11.333333333333334,15.5,17.0,18.333333333333332,22.5,28.5,30.166666666666668,31.166666666666668,31.833333333333332,27.166666666666668,24.333333333333332,20.333333333333332,19.333333333333332,22.0,27.0,27.0
212,"Campden Hill Road, Notting Hill",51.50658458,-0.199004026,17,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.6666666666666667,1.5,1.6666666666666667,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,1.6666666666666667,2.8333333333333335,3.1666666666666665,4.0,4.166666666666667,3.6666666666666665
213,"Wellington Arch, Hyde Park",51.50274025,-0.149569201,35,,,,,,,,,,,,,,,,,,,,28.6,26.833333333333332,25.0,,
213,"Wellington Arch, Hyde Park",51.50274025,-0.149569201,36,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,29.166666666666668,36.0,35.833333333333336,23.0,19.0,19.0,19.0,29.833333333333332,30.0,,30.0,30.0,30.0
214,"Endsleigh Gardens, Euston",51.52683806,-0.130504336,30,,,,,,,,,,,,27.0,29.5,29.0,29.833333333333332,28.5,15.666666666666666,12.0,,,,,,
214,"Endsleigh Gardens, Euston",51.52683806,-0.130504336,31,9.0,9.0,9.0,9.0,9.0,9.0,8.5,6.666666666666667,3.6666666666666665,11.333333333333334,18.833333333333332,28.0,,,,,,,,,,10.0,10.333333333333334,10.166666666666666
214,"Endsleigh Gardens, Euston",51.52683806,-0.130504336,32,,,,,,,,,,,,,,,,,,12.8,17.833333333333332,22.166666666666668,22.833333333333332,23.0,,
215,"Moorfields, Moorgate",51.51906932,-0.088285377,53,,,,,,,,,,30.0,22.0,21.0,23.5,25.5,25.5,24.833333333333332,19.5,10.0,1.1666666666666667,0.16666666666666666,0.0,0.25,,
215,"Moorfields, Moorgate",51.51906932,-0.088285377,54,6.0,4.666666666666667,4.0,4.0,4.0,4.5,6.666666666666667,7.833333333333333,18.333333333333332,,,,,,,,,,,,,9.0,9.0,9.0
216,"Old Brompton Road, South Kensington",51.49094565,-0.181190899,29,,,,,,,,,,,,,,,,,,,,,,15.5,,
216,"Old Brompton Road, South Kensington",51.49094565,-0.181190899,30,7.166666666666667,7.0,7.0,7.0,6.333333333333333,6.0,6.0,3.8333333333333335,0.16666666666666666,0.6666666666666666,1.0,0.0,0.6666666666666666,1.8333333333333333,3.8333333333333335,5.666666666666667,4.333333333333333,5.0,7.333333333333333,13.333333333333334,15.0,11.0,8.0,8.0
217,"Wormwood Street, Liverpool Street",51.51615461,-0.082422399,13,1.0,1.0,1.0,1.0,1.0,1.0,4.5,10.5,10.166666666666666,12.5,8.166666666666666,10.5,10.333333333333334,11.5,,11.2,12.0,,,,,2.5,2.1666666666666665,1.6666666666666667
217,"Wormwood Street, Liverpool Street",51.51615461,-0.082422399,14,,,,,,,,,,,,,,11.0,11.666666666666666,14.0,13.666666666666666,11.0,,,,,,
217,"Wormwood Street, Liverpool Street",51.51615461,-0.082422399,15,,,,,,,,,,,,,,,,,,,5.666666666666667,0.6666666666666666,0.6666666666666666,1.5,,
218,"St. Luke's Church, Chelsea",51.48971651,-0.170194408,19,,,,,,,,,,,,,,,,,,9.0,7.833333333333333,7.0,5.333333333333333,3.0,,
218,"St. Luke's Church, Chelsea",51.48971651,-0.170194408,20,15.0,15.0,15.0,15.0,15.0,15.0,15.0,18.833333333333332,18.833333333333332,19.5,20.0,18.833333333333332,20.0,18.333333333333332,16.0,16.833333333333332,14.166666666666666,10.5,,,,13.0,14.0,15.5
219,"Bramham Gardens, Earl's Court",51.49016361,-0.19039362,29,27.5,27.0,27.0,27.0,27.0,26.333333333333332,25.166666666666668,22.0,12.166666666666666,4.166666666666667,2.8333333333333335,3.5,1.5,1.1666666666666667,1.8333333333333333,2.1666666666666665,1.6666666666666667,3.8333333333333335,4.666666666666667,9.666666666666666,15.166666666666666,19.166666666666668,27.5,28.0
220,"Chelsea Green, Chelsea",51.49066456,-0.166485083,14,,,,,,,,,,,,,,,,,,,,,7.666666666666667,7.0,,
220,"Chelsea Green, Chelsea",51.49066456,-0.166485083,15,14.0,14.0,14.0,14.0,14.333333333333334,15.0,15.0,14.666666666666666,14.833333333333334,14.666666666666666,14.666666666666666,15.0,15.0,12.333333333333334,10.666666666666666,11.166666666666666,11.333333333333334,10.5,13.166666666666666,11.333333333333334,9.333333333333334,15.0,14.166666666666666,14.0
221,"Horseferry Road, Westminster",51.49481649,-0.13045856,16,13.0,13.833333333333334,14.0,14.0,14.0,14.0,13.833333333333334,11.666666666666666,3.0,4.666666666666667,5.666666666666667,7.0,3.5,0.3333333333333333,0.5,1.6666666666666667,2.8333333333333335,5.0,3.1666666666666665,1.5,2.3333333333333335,6.666666666666667,12.0,12.833333333333334
222,"Knightsbridge, Hyde Park",51.50275704,-0.155349725,43,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.8333333333333335,3.0,3.6666666666666665,3.0,2.8333333333333335,2.0,0.6666666666666666,0.0,1.3333333333333333,4.0,3.1666666666666665
223,"Rodney Road , Walworth",51.49148474,-0.090220911,23,,,,,,,,,,9.0,8.5,8.333333333333334,9.666666666666666,10.5,8.5,8.5,8.0,,,,,,,
223,"Rodney Road , Walworth",51.49148474,-0.090220911,24,17.0,17.0,17.0,17.0,17.0,17.0,15.666666666666666,13.0,10.333333333333334,9.0,,,,,,,9.5,12.666666666666666,13.333333333333334,14.666666666666666,15.333333333333334,14.833333333333334,16.333333333333332,17.0
224,"Whiteley's, Bayswater",51.51476963,-0.188129731,17,17.0,17.0,17.0,17.0,17.0,17.0,15.333333333333334,14.166666666666666,11.333333333333334,6.333333333333333,0.8333333333333334,0.16666666666666666,1.0,1.8333333333333333,1.3333333333333333,1.5,0.6666666666666666,1.6666666666666667,5.5,6.333333333333333,8.666666666666666,10.666666666666666,15.833333333333334,17.0
225,"Notting Hill Gate Station, Notting Hill",51.50935342,-0.196422,30,7.5,7.0,7.0,7.0,7.0,7.0,7.833333333333333,6.833333333333333,16.166666666666668,18.166666666666668,13.0,5.666666666666667,4.833333333333333,6.5,7.0,6.166666666666667,6.5,8.0,10.333333333333334,10.166666666666666,11.0,8.0,6.333333333333333,8.0
226,"Charles II Street, West End",51.50844614,-0.131961389,24,22.0,22.0,22.0,22.0,22.0,22.0,22.0,20.166666666666668,8.166666666666666,10.833333333333334,12.166666666666666,15.0,15.666666666666666,15.0,17.0,18.166666666666668,18.0,18.833333333333332,18.833333333333332,22.333333333333332,20.0,20.0,23.0,22.0
227,"Great Percy Street, Clerkenwell",51.52891573,-0.115480888,21,14.833333333333334,16.0,16.166666666666668,17.0,17.0,17.0,16.833333333333332,16.0,16.0,16.0,,,,,,,,,,,,,12.0,12.5
227,"Great Percy Street, Clerkenwell",51.52891573,-0.115480888,22,,,,,,,,,,13.0,10.833333333333334,8.333333333333334,6.5,6.5,6.833333333333333,6.0,6.166666666666667,14.0,13.833333333333334,13.0,12.833333333333334,12.0,12.25,
227,"Great Percy Street, Clerkenwell",51.52891573,-0.115480888,23,,,,,,,,,,,,,,,,,,,,,,14.0,,
228,"St. James's Square, St. James's",51.50742485,-0.134621209,36,,,,,,,24.0,26.0,,10.25,6.0,,,,,,,,,,,,,
228,"St. James's Square, St. James's",51.50742485,-0.134621209,37,17.0,17.0,17.0,17.0,17.0,19.0,21.75,16.0,8.833333333333334,7.0,,,,,,,,,,,,15.0,17.0,17.0
228,"St. James's Square, St. James's",51.50742485,-0.134621209,38,,,,,,,,,,,11.0,19.833333333333332,19.666666666666668,17.2,,,,,36.0,28.666666666666668,19.166666666666668,8.5,,
228,"St. James's Square, St. James's",51.50742485,-0.134621209,39,,,,,,,,,,,,,,24.0,26.0,27.333333333333332,30.166666666666668,32.0,36.2,,,,,
229,"Whitehall Place, Strand",51.50654321,-0.123179697,44,,,,,,,,,,35.8,41.666666666666664,43.5,39.333333333333336,32.0,30.666666666666668,28.833333333333332,27.0,,,,,,,
229,"Whitehall Place, Strand",51.50654321,-0.123179697,45,,,,,,,,,,31.0,,,,,,,28.0,,,,,,,
229,"Whitehall Place, Strand",51.50654321,-0.123179697,46,11.666666666666666,11.0,11.0,10.666666666666666,10.0,10.0,10.333333333333334,12.0,23.166666666666668,,,,,,,,27.666666666666668,23.333333333333332,19.666666666666668,16.0,14.166666666666666,16.166666666666668,17.0,14.166666666666666
230,"Poured Lines, Bankside",51.50669284,-0.103137426,31,11.333333333333334,11.0,11.0,11.0,11.0,11.0,11.0,11.333333333333334,11.5,11.666666666666666,15.666666666666666,15.666666666666666,13.666666666666666,11.666666666666666,11.833333333333334,12.166666666666666,13.5,16.0,15.5,16.833333333333332,15.333333333333334,12.5,12.0,12.0
231,"Queen's Gate (Central), South Kensington",51.49396755,-0.17873226,30,,,,,,,,,,,,,,,,30.0,28.333333333333332,25.0,18.0,12.0,4.166666666666667,2.0,,
231,"Queen's Gate (Central), South Kensington",51.49396755,-0.17873226,31,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.5,5.166666666666667,13.333333333333334,30.5,30.166666666666668,29.166666666666668,28.833333333333332,30.833333333333332,30.5,,,,,,9.0,7.5,5.0
232,"Carey Street, Holborn",51.51501025,-0.112753217,15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.3333333333333335,7.333333333333333,15.0,15.0,14.5,9.333333333333334,12.333333333333334,13.0,12.0,9.833333333333334,8.166666666666666,2.1666666666666665,0.0,0.0,1.0,1.0
233,"Pall Mall East, West End",51.50777049,-0.130699733,20,,,,,,,,7.333333333333333,14.333333333333334,18.833333333333332,18.5,2.5,4.166666666666667,7.0,,,,,,,,,,
233,"Pall Mall East, West End",51.50777049,-0.130699733,21,8.5,7.0,7.0,6.0,6.0,6.0,6.833333333333333,6.0,,,4.5,,,,9.6,14.666666666666666,16.666666666666668,18.333333333333332,16.833333333333332,20.0,19.333333333333332,18.0,17.0,10.5
233,"Pall Mall East, West End",51.50777049,-0.130699733,22,,,,,,,,,,,,,,,8.0,,,,,,,,,
234,"Liverpool Road (N1 Centre), Angel",51.53450449,-0.106992706,23,19.0,19.0,19.0,19.0,20.0,20.333333333333332,21.0,18.833333333333332,14.166666666666666,10.0,11.0,10.666666666666666,11.166666666666666,11.666666666666666,10.0,8.666666666666666,10.666666666666666,8.333333333333334,10.666666666666666,20.0,22.5,18.666666666666668,21.0,19.333333333333332
235,"Kennington Road  , Vauxhall",51.49571828,-0.110889274,36,23.333333333333332,25.0,25.0,25.0,25.0,25.0,24.833333333333332,24.833333333333332,23.833333333333332,22.333333333333332,20.166666666666668,20.666666666666668,21.166666666666668,20.666666666666668,16.666666666666668,13.5,15.833333333333334,19.833333333333332,18.166666666666668,18.166666666666668,17.333333333333332,21.166666666666668,22.166666666666668,22.333333333333332
236,"Fashion Street, Whitechapel",51.51838043,-0.073438925,30,11.333333333333334,12.0,12.0,12.0,12.0,12.0,12.333333333333334,13.0,14.0,14.166666666666666,15.5,16.0,16.5,17.0,15.666666666666666,13.166666666666666,13.0,11.666666666666666,8.666666666666666,10.166666666666666,14.333333333333334,14.833333333333334,14.0,12.166666666666666
237,"Dock Street, Wapping",51.50978602,-0.068161981,29,,,,,,,,,9.5,6.5,6.0,4.5,6.0,,,,,,,,,,,
237,"Dock Street, Wapping",51.50978602,-0.068161981,30,14.0,13.833333333333334,13.666666666666666,15.0,15.0,15.166666666666666,15.166666666666666,13.833333333333334,,,,,8.0,9.5,6.666666666666667,7.5,6.166666666666667,3.5,7.833333333333333,12.0,14.833333333333334,15.333333333333334,13.5,14.0
238,"Frampton Street, Paddington",51.5233534,-0.175116099,32,19.0,19.0,19.0,19.0,19.0,19.0,18.833333333333332,17.5,12.666666666666666,8.833333333333334,5.833333333333333,7.0,5.5,0.6666666666666666,1.5,5.0,3.8333333333333335,4.5,5.166666666666667,8.0,9.0,10.5,17.833333333333332,19.0
239,"Warren Street Station, Euston",51.52443845,-0.138019439,24,,,,,,,,,19.0,14.666666666666666,12.333333333333334,18.333333333333332,20.5,22.666666666666668,22.166666666666668,23.333333333333332,23.5,20.75,,,,,,
239,"Warren Street Station, Euston",51.52443845,-0.138019439,25,,,,,,,16.0,19.833333333333332,20.4,,,,,,,,,,,,,,,
239,"Warren Street Station, Euston",51.52443845,-0.138019439,26,17.0,16.0,15.0,15.666666666666666,16.0,16.0,16.4,,,,,,,,,,,17.0,16.166666666666668,15.666666666666666,15.0,12.166666666666666,13.333333333333334,16.666666666666668
242,"Beaumont Street, Marylebone",51.52200801,-0.151359288,23,6.0,7.0,8.0,8.0,8.0,8.0,8.0,9.0,7.833333333333333,8.0,15.0,16.333333333333332,13.333333333333334,11.666666666666666,11.0,9.666666666666666,3.8333333333333335,3.5,1.8333333333333333,4.833333333333333,3.5,3.3333333333333335,7.0,6.5
243,"Gloucester Street, Pimlico",51.49096258,-0.139625122,24,,,,,,,,,,,,,,,,,,18.0,17.833333333333332,21.5,24.0,24.0,,
243,"Gloucester Street, Pimlico",51.49096258,-0.139625122,25,14.166666666666666,15.0,15.0,15.0,15.0,15.0,13.333333333333334,12.0,7.0,0.3333333333333333,0.8333333333333334,0.0,0.0,15.166666666666666,17.5,18.0,19.166666666666668,18.8,,,,11.5,13.333333333333334,14.5
244,"Earnshaw Street , Covent Garden",51.51611887,-0.128585022,16,,,,,,,,,,,,,,,,,,,,15.0,14.333333333333334,10.25,,
244,"Earnshaw Street , Covent Garden",51.51611887,-0.128585022,17,7.0,7.0,7.0,6.833333333333333,6.0,6.0,6.0,8.666666666666666,12.833333333333334,15.166666666666666,15.166666666666666,17.0,16.666666666666668,16.166666666666668,16.833333333333332,16.166666666666668,15.833333333333334,15.166666666666666,14.166666666666666,15.6,,10.0,9.0,7.0
245,"Grosvenor Road, Pimlico",51.4853572,-0.142207481,29,18.0,18.0,18.0,18.0,18.0,18.0,18.0,16.166666666666668,13.166666666666666,8.833333333333334,7.166666666666667,7.0,4.666666666666667,3.0,4.0,5.833333333333333,7.5,6.5,6.5,6.0,6.5,10.333333333333334,17.666666666666668,18.0
246,"Berry Street, Clerkenwell",51.52285301,-0.099994052,41,7.333333333333333,8.0,8.0,8.0,8.0,8.0,8.0,7.333333333333333,9.5,16.333333333333332,18.5,21.0,23.0,21.666666666666668,22.666666666666668,24.833333333333332,22.833333333333332,16.333333333333332,4.5,0.16666666666666666,1.0,2.8333333333333335,6.166666666666667,6.0
247,"St. John's Wood Church, The Regent's Park",51.530052,-0.168314,48,,,,,,,,,,,,,,,,,,23.0,23.166666666666668,24.0,25.0,24.25,,
247,"St. John's Wood Church, The Regent's Park",51.530052,-0.168314,49,37.0,37.0,37.0,37.0,37.0,37.0,36.5,35.166666666666664,32.666666666666664,26.5,21.666666666666668,16.0,12.333333333333334,6.333333333333333,4.166666666666667,3.5,6.166666666666667,25.4,,,,35.0,35.0,35.0
248,"Triangle Car Park, Hyde Park",51.50645179,-0.170279555,25,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,1.1666666666666667,1.3333333333333333,2.1666666666666665,1.6666666666666667,1.8333333333333333,2.5,2.6666666666666665,5.5,2.1666666666666665,4.833333333333333,4.5,4.0,3.6666666666666665,4.0,3.0,3.0
249,"Harper Road, The Borough",51.49859784,-0.096191134,42,33.0,32.0,32.0,32.0,32.0,32.0,32.0,31.333333333333332,27.833333333333332,27.833333333333332,26.166666666666668,25.0,25.0,24.833333333333332,24.0,23.5,23.833333333333332,23.833333333333332,22.666666666666668,24.333333333333332,27.833333333333332,29.666666666666668,33.5,33.5
250,"Royal Avenue 1, Chelsea",51.489932,-0.162727,10,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,8.833333333333334,9.0,10.0,9.5,9.666666666666666,10.0,9.0,10.0,8.5,7.333333333333333,8.5,9.166666666666666,8.333333333333334,7.0,7.0,8.0
251,"Brushfield Street, Liverpool Street",51.518908,-0.079249,32,,,,,,,,,16.0,14.5,15.666666666666666,12.5,,,,,,,,,,,,
251,"Brushfield Street, Liverpool Street",51.518908,-0.079249,33,,,,,,,,15.0,16.0,,,,21.0,,,,,,,,,,,
251,"Brushfield Street, Liverpool Street",51.518908,-0.079249,34,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,2.0,9.5,,,,20.0,21.4,19.0,24.333333333333332,27.5,27.0,17.666666666666668,3.8333333333333335,0.16666666666666666,1.6666666666666667,0.3333333333333333,1.8333333333333333,1.0
253,"Shoreditch Park, Hoxton",51.53404294,-0.086379717,29,,,,,,,,,,,,,,,,,,26.6,28.833333333333332,29.0,28.333333333333332,28.5,,
253,"Shoreditch Park, Hoxton",51.53404294,-0.086379717,30,21.5,22.833333333333332,23.0,23.0,24.666666666666668,25.0,25.0,23.333333333333332,18.166666666666668,10.5,9.0,8.666666666666666,8.5,19.333333333333332,21.666666666666668,23.166666666666668,23.333333333333332,23.0,,,,20.0,20.666666666666668,21.0
254,"Chadwell Street, Angel",51.53051587,-0.106408455,16,,,,,,,,,,,,,,,,,,,,,11.0,11.75,,
254,"Chadwell Street, Angel",51.53051587,-0.106408455,17,,,,,,,,,,,2.75,2.5,4.333333333333333,4.0,,,14.0,10.666666666666666,7.333333333333333,10.833333333333334,11.5,,,
254,"Chadwell Street, Angel",51.53051587,-0.106408455,18,10.0,10.0,10.0,10.0,10.0,10.0,10.5,9.666666666666666,5.333333333333333,2.1666666666666665,4.0,,,9.75,14.666666666666666,15.0,15.8,,,,,12.0,11.666666666666666,10.0
255,"Clifton Road, Maida Vale",51.52557531,-0.179592915,21,21.0,21.0,21.0,21.0,20.833333333333332,20.0,17.833333333333332,15.5,10.333333333333334,1.8333333333333333,1.0,2.6666666666666665,1.0,0.0,,,,,,,,18.0,20.666666666666668,21.0
255,"Clifton Road, Maida Vale",51.52557531,-0.179592915,22,,,,,,,,,,,,,,5.6,9.0,9.0,8.666666666666666,10.666666666666666,13.666666666666666,18.333333333333332,20.166666666666668,21.75,,
256,"Houghton Street, Strand",51.51362054,-0.116764211,14,,,,,,,,,,14.0,13.666666666666666,14.0,13.833333333333334,13.666666666666666,13.4,,,,,,,,,
256,"Houghton Street, Strand",51.51362054,-0.116764211,15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1666666666666667,4.166666666666667,13.333333333333334,,,,,12.0,14.666666666666666,11.333333333333334,2.0,1.3333333333333333,0.5,0.0,0.3333333333333333,1.0,1.0
257,"Westminster University, Marylebone",51.52248185,-0.154907218,15,,,,,,,,,,,,,,,,,,8.5,13.833333333333334,12.0,10.0,8.0,,
257,"Westminster University, Marylebone",51.52248185,-0.154907218,16,14.666666666666666,14.5,13.666666666666666,13.0,13.0,13.0,12.666666666666666,10.5,6.5,6.0,6.0,7.0,8.166666666666666,7.666666666666667,7.833333333333333,9.0,7.333333333333333,,,,,13.0,13.5,14.166666666666666
258,"Kensington Gore, Knightsbridge",51.50143293,-0.178656971,23,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.166666666666667,20.0,23.0,22.833333333333332,23.0,23.0,23.0,23.0,23.0,17.333333333333332,4.0,2.8333333333333335,0.0,3.5,9.666666666666666,6.833333333333333
260,"Broadwick Street, Soho",51.5136846,-0.135580879,16,,,,,,,,,,,,,,,,,,,,6.0,6.25,,,
260,"Broadwick Street, Soho",51.5136846,-0.135580879,17,,,,,,,,,,,,,,,,,,,7.5,,4.0,0.0,,
260,"Broadwick Street, Soho",51.5136846,-0.135580879,18,5.0,4.833333333333333,4.0,4.0,4.0,4.166666666666667,5.0,4.833333333333333,9.5,17.333333333333332,17.666666666666668,17.0,17.666666666666668,17.833333333333332,17.5,17.166666666666668,17.666666666666668,12.666666666666666,4.5,,3.0,9.0,8.0,5.333333333333333
261,"Princes Square, Bayswater",51.5134891,-0.191351186,16,5.166666666666667,5.0,5.0,5.0,5.0,5.0,5.0,4.166666666666667,1.1666666666666667,0.0,5.5,7.833333333333333,7.0,5.666666666666667,3.3333333333333335,2.0,2.8333333333333335,3.6666666666666665,2.6666666666666665,3.0,5.833333333333333,7.166666666666667,7.166666666666667,6.0
262,"LSBU (Borough Road), Elephant & Castle",51.49874469,-0.103132904,32,25.0,26.0,26.0,26.0,26.0,26.0,25.166666666666668,23.333333333333332,22.0,19.166666666666668,18.666666666666668,19.0,,,,,,,,,,24.0,24.0,24.5
262,"LSBU (Borough Road), Elephant & Castle",51.49874469,-0.103132904,34,,,,,,,,,,,,21.0,20.166666666666668,19.0,15.166666666666666,13.833333333333334,13.5,16.5,19.0,19.666666666666668,19.8,,,
262,"LSBU (Borough Road), Elephant & Castle",51.49874469,-0.103132904,35,,,,,,,,,,,,,,,,,,,,,20.0,20.75,,
263,"St. Mary Axe, Aldgate",51.51422502,-0.080660083,21,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,4.5,16.833333333333332,21.0,21.0,21.0,21.0,21.0,20.333333333333332,21.0,17.333333333333332,16.333333333333332,3.6666666666666665,0.0,0.0,0.0,0.0,0.0
264,"Tysoe Street, Clerkenwell",51.52644342,-0.109256828,19,7.833333333333333,7.0,7.0,7.0,7.0,7.0,6.0,6.666666666666667,7.333333333333333,7.333333333333333,10.833333333333334,9.0,6.833333333333333,5.666666666666667,4.833333333333333,9.333333333333334,14.833333333333334,17.5,14.666666666666666,15.333333333333334,16.166666666666668,8.0,8.0,8.0
264,"Tysoe Street, Clerkenwell",51.52644342,-0.109256828,20,,,,,,,,,,,,,,,,,,,,,,16.25,,
